,Product Name,Product Price,Product Favorite,Product Rating,Product Rating Count,Product URL,İşlemci Tipi,Ram (Sistem Belleği),SSD Kapasitesi,İşletim Sistemi,Garanti Tipi,Ekran Kartı,Ekran Boyutu,Kullanım Amacı,Ekran Kartı Tipi,Ekran Kartı Hafızası,İşlemci Modeli,İşlemci Çekirdek Sayısı,İşlemci Nesli,Dokunmatik Ekran,Bağlantılar,Klavye,Garanti Süresi,HDMI
211,LENOVO,9.999 TL,247 kişi,4.0,1.0,https://www.trendyol.com/lenovo/ideapad1-amd-ryzen-5-5500u-8gb-512gb-ssd-15-6-fhd-dos-cloud-grey-dizustu-bilgisayar-82r400kytx-p-832741075,AMD Ryzen 5,8 GB,512 GB,Free Dos,Lenovo Türkiye Garantili,AMD Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,5500U,6,Ryzen 5000 Serisi,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
212,MSI,58.999 TL,1196 kişi,4.6,11.0,https://www.trendyol.com/msi/katana-17-b13vfk-872xtr-i7-13620h-32gb-ddr5-1tb-ssd-8gb-rtx4060-17-3-144hz-dos-notebook-p-768119706,Intel Core i7,32 GB,1 TB,Free Dos,MSI Türkiye Garantili,Nvidia GeForce RTX 4060,"17,3 inç",Oyun,Harici,8 GB,13620H,16,13. Nesil,Yok,Bluetooth - HDMI,Q Türkçe (RGB Aydınlatmalı),2 Yıl,
213,ACER,18.999 TL,274 kişi,5.0,3.0,https://www.trendyol.com/acer/aspire-3-i7-1165g7-16gb-ram-512-gb-ssd-15-6-fhd-ips-intel-iris-xe-p-795845991,Intel Core i7,16 GB,512 GB,Free Dos,ACER Türkiye Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1165G7,4,11. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmasız),2 Yıl,
214,MSI,45.999 TL,740 kişi,5.0,8.0,https://www.trendyol.com/msi/katana-17-b13vfk-1037xtr-i7-13620h-16gb-ddr5-rtx4060-gddr6-8gb-1tb-ssd-17-3-fhd-144hz-dos-p-808556156,Intel Core i7,16 GB,1 TB,Free Dos,MSI Türkiye Garantili,Nvidia GeForce RTX 4060,"17,3 inç",Oyun,Harici,8 GB,13620H,10,13. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe (RGB Aydınlatmalı),2 Yıl,
215,ASUS,24.299 TL,123 kişi,5.0,1.0,https://www.trendyol.com/asus/tuf-gaming-a15-fa507nu-lp159-ryzen5-7535hs-8gb-512gb-ssd-rtx-4050-144hz-dos-15-6-144-hz-fhd-p-806434876,AMD Ryzen 5,8 GB,512 GB,Free Dos,Asus Türkiye Garantili,Nvidia GeForce RTX 4050,"15,6 inç",Oyun,Harici,6 GB,7535HS,6,Ryzen 7000 Serisi,Yok,Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),2 Yıl,
216,CASPER,12.999 TL,3608 kişi,4.5,49.0,https://www.trendyol.com/casper/nirvana-x600-5500-bv00x-g-f-ryzen-5-5500u-16-gb-ram-500gb-nvme-ssd-freedos-p-773800526,AMD Ryzen 5,16 GB,500 GB,Free Dos,Casper Türkiye Garantili,AMD Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,5500U,6,Ryzen 5000 Serisi,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
217,LENOVO,25.949 TL,311 kişi,4.5,2.0,https://www.trendyol.com/lenovo/ideapad-gaming-3-intel-core-i5-12450h-16gb-512gb-ssd-nvidia-geforce-rtx-3050-ti-4gb-gddr6-15-p-754172302,Intel Core i5,16 GB,512 GB,Windows,Lenovo Türkiye Garantili,Nvidia GeForce RTX 3050 Ti,"15,6 inç",Oyun,Harici,Paylaşımlı,12450H,4,10. Nesil,Yok,Bluetooth,Q Türkçe (Aydınlatmalı),2 Yıl,
218,MONSTER,37.899 TL,329 kişi,4.8,6.0,https://www.trendyol.com/monster/tulpar-t7-v20-8-4-intel-core-i7-12700h-16-gb-ram-1-tb-ssd-8-gb-rtx-4060-freedos-17-3-fhd-144-hz-p-819759616,Intel Core i7,16 GB,1 TB,Free Dos,Monster Türkiye Garantili,Nvidia GeForce RTX 4060,"17,3 inç",Oyun,Harici,8 GB,12700H,14,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (RGB Aydınlatmalı),2 Yıl,
219,LENOVO,8.625 TL,8823 kişi,4.4,80.0,https://www.trendyol.com/lenovo/ideapad1-amd-ryzen-3-7320u-8gb-256gb-ssd-dos-15-6-cloud-grey-laptop-lenovo-turkiye-garantili-p-744554281,AMD Ryzen 3,8 GB,256 GB,Free Dos,Lenovo Türkiye Garantili,AMD Graphics,"15,6 inç",Ev - Okul,Dahili,Paylaşımlı,7320U,4,Ryzen 7000 Serisi,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
220,LENOVO,11.999 TL,4864 kişi,4.4,149.0,https://www.trendyol.com/lenovo/nb-v15-82yu0123tx-ryzen5-7520u-16gb-512ssd-o-b-15-6-dos-p-816046818,AMD Ryzen 5,16 GB,512 GB,Free Dos,Lenovo Türkiye Garantili,AMD Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,7520U,4,5. Nesil,Yok,Wi-Fi,F Klavye,2 Yıl,
221,LENOVO,21.950 TL,7389 kişi,4.3,137.0,https://www.trendyol.com/lenovo/ip-gaming-3-amd-ryzen-5-6600h-16gb-512gb-rtx3050-16-wuxga-165hz-gaming-notebook-82sc0098tx-p-780224610,AMD Ryzen 5,16 GB,512 GB,Free Dos,Lenovo Türkiye Garantili,Nvidia GeForce RTX 3050,16 inç,Oyun,Harici,4 GB ve altı,6600H,6,Ryzen 6000 Serisi,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),2 Yıl,
222,ASUS,"17.374,99 TL",3689 kişi,4.4,38.0,https://www.trendyol.com/asus/vivobook-15-intel-core-i5-1235u-16gb-1tb-ssd-w11p-15-6-fhd-bilgisayar-csrtech-p-795953654,Intel Core i5,16 GB,1 TB,Windows,Asus Türkiye Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1235U,10,12. Nesil,Yok,HDMI - USB,Q Türkçe,2 Yıl,
223,MSI,66.749 TL,515 kişi,4.5,6.0,https://www.trendyol.com/msi/katana-17-b13vgk-898tr-i9-13900h-32gb-ddr5-rtx4070-gddr6-8gb-1tb-ssd-17-3-fhd-144hz-w11-p-778749913,Intel Core i9,32 GB,1 TB,Windows,MSI Türkiye Garantili,Nvidia GeForce RTX 4070,"17,3 inç",Oyun,Harici,8 GB,13900H,24,13. Nesil,Yok,Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),2 Yıl,
224,Dell,"15.071,04 TL",,5.0,2.0,https://www.trendyol.com/dell/vostro-3520-intel-core-i5-1235u-16gb-512-gb-ssd-120hz-15-6-freedos-n1605pvnb3520t25-p-796125690,Intel Core i5,16 GB,512 GB,Free Dos,Resmi Distribütör Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1235U,10,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmasız),2 Yıl,
225,HP,14.399 TL,2404 kişi,4.8,17.0,https://www.trendyol.com/hp/255-g8-amd-ryzen-5-5500u-16gb-1tb-ssd-windows-11-home-15-6-fhd-tasinabilir-bilgisayar-7n4w2aar5-p-737219914,AMD Ryzen 5,16 GB,1 TB,Windows,Resmi Distribütör Garantili,AMD Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,5500U,6,Ryzen 5000 Serisi,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
226,ASUS,18.449 TL,572 kişi,3.5,2.0,https://www.trendyol.com/asus/tuf-gaming-a15-fa506nf-hn051-amd-ryzen-5-7535hs-8gb-512gb-ssd-4gb-rtx2050-15-6-fhd-144hz-fdos-p-814174557,AMD Ryzen 5,8 GB,512 GB,Free Dos,Asus Türkiye Garantili,Nvidia GeForce RTX 2050,"15,6 inç",Oyun,Harici,4 GB ve altı,7535HS,6,Ryzen 7000 Serisi,Yok,USB - Bluetooth - HDMI,Q Türkçe (RGB Aydınlatmalı),2 Yıl,
227,CASPER,16.999 TL,2871 kişi,3.8,59.0,https://www.trendyol.com/casper/nirvana-c550-1235-df00x-g-f-intel-core-i5-1235u-32gb-ram-1tb-nvme-ssd-freedos-p-740918787,Intel Core i5,32 GB,1 TB,Free Dos,Casper Türkiye Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1235U,10,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),2 Yıl,
228,Dell,"32.659,41 TL",1361 kişi,4.2,13.0,https://www.trendyol.com/dell/g15-5530-intel-core-i7-13650hx-16gb-512gb-ssd-rtx3050-6gb-15-6-fhd-120hz-ubuntu-gaming-laptop-p-759035241,Intel Core i7,16 GB,512 GB,Free Dos,Dell Türkiye Garantili,Nvidia GeForce RTX 3050,"15,6 inç",Oyun,Harici,6 GB,13650HX,24,13. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),2 Yıl,
229,Huawei,28.999 TL,1170 kişi,4.3,18.0,https://www.trendyol.com/huawei/matebook-14-intel-core-i5-1240p-processor-16gb-512-gb-intel-iris-xe-graphics-14-windows-1-p-759730248,Intel Core i5,16 GB,512 GB,Windows,Huawei Türkiye Garantili,Intel Graphics,"15,6 inç",Ev - Okul,Dahili,Paylaşımlı,Belirtilmemiş,12+,4. Nesil,Var,Bluetooth,Q Türkçe (Aydınlatmasız),2 Yıl,
230,LENOVO,6.799 TL,1186 kişi,5.0,2.0,https://www.trendyol.com/lenovo/ideapad1-intel-celeron-n4020-4gb-128gb-ssd-windows-11-15-6-cloud-grey-dizustu-bilgisayar-82v700a9tx-p-811944598,Intel Celeron,4 GB,128 GB,Windows,Lenovo Türkiye Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,N4020,2,10. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe,2 Yıl,
231,ASUS,36.999 TL,297 kişi,4.3,12.0,https://www.trendyol.com/asus/rog-ally-rc71l-nh008w-ryzen-z1-extreme-16gb-ram-512gb-ssd-7-inc-fhd-asus-turkiye-garantili-p-820902026,Ryzen Z1,16 GB,512 GB,Windows,Asus Türkiye Garantili,AMD Radeon Graphics,"7,0 inç",Oyun,Dahili,Paylaşımlı,Belirtilmemiş,8,Belirtilmemiş,Var,Bluetooth,Joystick,2 Yıl,
232,MSI,18.899 TL,260 kişi,4.7,3.0,https://www.trendyol.com/msi/modern-15-b12mo-814xtr-i7-1255u-16gb-ddr4-uma-512gb-ssd-15-6-full-hd-freedos-notebook-p-807437743,Intel Core i7,16 GB,512 GB,Free Dos,Resmi Distribütör Garantili,Intel Graphics,"15,6 inç",Ev - Okul,Dahili,Paylaşımlı,1255U,10,12. Nesil,Yok,HDMI - USB,Q Türkçe,2 Yıl,
233,MONSTER,23.599 TL,530 kişi,4.3,4.0,https://www.trendyol.com/monster/abra-a5-v21-3-4-intel-core-i7-12700h-16-gb-ram-1-tb-ssd-4-gb-rtx-2050-freedos-15-6-fhd-144-hz-p-820076931,Intel Core i7,16 GB,1 TB,Free Dos,Monster Türkiye Garantili,Nvidia GeForce RTX 2050,"15,6 inç",Oyun,Harici,4 GB ve altı,12700H,14,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (RGB Aydınlatmalı),2 Yıl,
234,HP,37.999 TL,2766 kişi,4.5,56.0,https://www.trendyol.com/hp/victus-16-s0011nt-7z584ea-8gb-rtx4060-ryzen-7-7840hs-16gb-ram-1tb-ssd-16-1-inc-fhd-144hz-p-738778131,AMD Ryzen 7,16 GB,1 TB,Free Dos,HP Türkiye Garantili,Nvidia GeForce RTX 4060,"16,1 inç",Oyun,Harici,8 GB,3700X,8,7. Nesil,Yok,Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
235,LENOVO,49.999 TL,639 kişi,5.0,20.0,https://www.trendyol.com/lenovo/legion-5-82rb00dctx-intel-core-i7-12700h-16gb-512gb-ssd-rtx3070-8gb-15-6-wqhd-dos-gaming-laptop-p-347047019,Intel Core i7,16 GB,512 GB,Free Dos,Lenovo Türkiye Garantili,Nvidia GeForce RTX 3070,"15,6 inç",Oyun,Harici,8 GB,12700H,14,12. Nesil,Yok,Bluetooth - USB,Q Türkçe,2 Yıl,
236,ACER,8.349 TL,889 kişi,4.8,6.0,https://www.trendyol.com/acer/chromebook-spin-314-intel-celeron-n4500-8-gb-ram-64-gb-ssd-14-2si-1-arada-dizustu-bilgisayar-p-655990170,Intel Celeron,8 GB,64 GB,Chrome OS,ACER Türkiye Garantili,Intel Graphics,14 inç,Ofis - İş,Dahili,Paylaşımlı,4500U,4,Ryzen 4000 Serisi,Var,HDMI,Q Türkçe,2 Yıl,
237,ASUS,39.299 TL,145 kişi,5.0,2.0,https://www.trendyol.com/asus/tuf-gaming-f15-fx507vv-lp243-intel-core-i7-13620h-16-gb-512-gb-ssd-rtx-4060-140watt-144-hz-free-p-811392968,Intel Core i7,16 GB,512 GB,Free Dos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4060,"15,6 inç",Oyun,Harici,8 GB,13620H,10,13. Nesil,Yok,Bluetooth,Q Türkçe + Numerik (RGB Aydınlatmalı),2 Yıl,
238,CASPER,16.999 TL,1793 kişi,4.6,27.0,https://www.trendyol.com/casper/nirvana-x600-1235-df00x-g-f-intel-core-i5-1235u-32gb-ram-1tb-nvme-ssd-freedos-p-786588766,Intel Core i5,32 GB,1 TB,Free Dos,Casper Türkiye Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1235U,10,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe,2 Yıl,
239,Huawei,24.500 TL,1771 kişi,4.2,17.0,https://www.trendyol.com/huawei/matebook-d15-amd-ryzen-7-5700u-16-gb-512-gb-ssd-radeon-graphics-15-6-inch-w11-home-64bit-gri-p-732708663,AMD Ryzen 7,16 GB,512 GB,Windows,Resmi Distribütör Garantili,AMD Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,5700U,8,Ryzen 5000 Serisi,Yok,USB,Q Türkçe,2 Yıl,
240,Dell,15.599 TL,101 kişi,5.0,2.0,https://www.trendyol.com/dell/vostro-3520-intel-core-i5-1235u-16gb-512-gb-ssd-120hz-15-6-windows-11-pro-n1605pvnb3520t37-p-796126166,Intel Core i5,16 GB,512 GB,Windows,Resmi Distribütör Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1235U,10,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmasız),2 Yıl,
241,ASUS,6.800 TL,7324 kişi,4.4,131.0,https://www.trendyol.com/asus/e510ma-br580w-cel-n4020-4gb-ram-128ssd-windows-11-laptop-p-219551893,Intel Celeron,4 GB,128 GB,Windows,Resmi Distribütör Garantili,Intel Graphics,"15,6 inç",Ev - Okul,Dahili,Paylaşımlı,N4020,Belirtilmemiş,10. Nesil,Yok,Bluetooth - USB,Q Türkçe,2 Yıl,
242,MONSTER,27.773 TL,5212 kişi,4.8,94.0,https://www.trendyol.com/monster/abra-a5-v20-4-4-intel-core-i5-12450h-16-gb-ram-1-tb-ssd-6-gb-rtx-4050-freedos-15-6-fhd-144-hz-p-760273029,Intel Core i5,16 GB,1 TB,Free Dos,Monster Türkiye Garantili,Nvidia GeForce RTX 4050,"15,6 inç",Oyun,Harici,6 GB,12450H,8,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),2 Yıl,
243,ASUS,"38.956,18 TL",710 kişi,4.9,10.0,https://www.trendyol.com/asus/tuf-gaming-a15-fa507nv-lp037-8gb-rtx4060-ryzen-7-7735hs-16gb-ram-512gb-ssd-15-6-inc-fhd-144hz-p-703525185,AMD Ryzen 7,16 GB,512 GB,Free Dos,Asus Türkiye Garantili,Nvidia GeForce RTX 4060,"15,6 inç",Oyun,Harici,8 GB,7735HS,8,Ryzen 7000 Serisi,Yok,Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
244,ACER,34.499 TL,234 kişi,5.0,3.0,https://www.trendyol.com/acer/an515-58-i7-12700h-16gb-1tb-ssd-rtx4060-15-6-165hz-windows-11-nh-qm0ey-003-p-752912182,Intel Core i7,16 GB,1 TB,Windows,ACER Türkiye Garantili,Nvidia GeForce RTX 4060,"15,6 inç",Oyun,Harici,8 GB,12700H,14,12. Nesil,Yok,HDMI,Q Türkçe (Aydınlatmalı),2 Yıl,
245,ASUS,17.499 TL,674 kişi,4.9,15.0,https://www.trendyol.com/asus/fhd-intel-core-i5-1235u-islemci-intel-iris-xe-graphics-16gb-ram-1tb-ssd-windows-11-x1502za-p-778408594,Intel Core i5,16 GB,1 TB,Windows,Asus Türkiye Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1235U,10,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmasız),2 Yıl,
246,LENOVO,13.804 TL,21B kişi,4.3,294.0,https://www.trendyol.com/lenovo/ideapad-slim3-intel-core-i5-12450h-8gb-512gb-ssd-dos-15-6-fhd-arctic-grey-laptop-83er000wtr-p-772120068,Intel Core i5,8 GB,512 GB,Free Dos,Lenovo Türkiye Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,12450H,8,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmasız),2 Yıl,
247,ASUS,35.299 TL,1749 kişi,4.6,23.0,https://www.trendyol.com/asus/rog-strix-g15-g513rc-hn194-amd-r7-6800hs-16gb-512gb-ssd-rtx3050-144hz-dos-15-6-fhd-notebook-p-650131722,AMD Ryzen 7,16 GB,512 GB,Free Dos,Asus Türkiye Garantili,Nvidia GeForce RTX 3050,"15,6 inç",Oyun,Harici,4 GB ve altı,6800HS,8,6. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe (RGB Aydınlatmalı),2 Yıl,
248,ACER,24.692 TL,826 kişi,4.7,20.0,https://www.trendyol.com/acer/nitro-5-an515-58-core-i5-12450h-8gb-512gb-ssd-rtx-4050-freedos-15-6-fhd-notebook-nh-qlzey-007-p-779034907,Intel Core i5,8 GB,512 GB,Free Dos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,"15,6 inç",Oyun,Harici,6 GB,12450H,12+,12. Nesil,Yok,HDMI,Q Türkçe (RGB Aydınlatmalı),2 Yıl,
249,ASUS,"19.656,69 TL",3063 kişi,4.6,23.0,https://www.trendyol.com/asus/vivobook-15-i5-1235u-24gb-1tb-ssd-15-6-freedos-tasinabilir-bilgisayar-x1502za-ej1067tr11-p-738401475,Intel Core i5,24 GB,1 TB,Free Dos,Asus Türkiye Garantili,Intel Graphics,"15,6 inç",Ev - Okul,Dahili,Paylaşımlı,1235U,10,12. Nesil,Yok,Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
250,Dell,17.459 TL,899 kişi,4.9,9.0,https://www.trendyol.com/dell/inspiron-15-3520-i5-1235u-32-gb-1-tbssd-15-6-inc-fhd-120hz-windows-11-pro-i352024052009uar114-p-817772696,Intel Core i5,32 GB,1 TB,Windows,Dell Türkiye Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1235U,10,12. Nesil,Yok,Bluetooth - HDMI,Q Türkçe,2 Yıl,
251,ASUS,10.899 TL,1028 kişi,4.9,18.0,https://www.trendyol.com/asus/vivobook-15-x1504za-bq450-i3-1215u-8gb-512gb-ssd-15-6-fhd-fdos-tasinabilir-dizustu-bilgisayar-p-769232449,Intel Core i3,8 GB,512 GB,Free Dos,Asus Türkiye Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1215U,6,12. Nesil,Yok,Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
252,ACER,26.999 TL,271 kişi,5.0,1.0,https://www.trendyol.com/acer/nitro-v-15-core-i5-13420h-16-gb-512-gb-ssd-rtx-4050-freedos-15-6-fhd-notebook-nh-qnbey-001-165-p-784761575,Intel Core i5,16 GB,512 GB,Free Dos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,"15,6 inç",Oyun,Harici,6 GB,13420H,8,13. Nesil,Yok,Bluetooth - HDMI,Q Türkçe,2 Yıl,
253,MONSTER,30.537 TL,288 kişi,4.5,2.0,https://www.trendyol.com/monster/abra-a7-v15-2-intel-core-i7-12700h-16-gb-ram-500-gb-ssd-6-gb-rtx-4050-freedos-17-3-fhd-144-hz-p-824629840,Intel Core i7,16 GB,500 GB,Free Dos,Monster Türkiye Garantili,Nvidia GeForce RTX 4050,"17,3 inç",Oyun,Harici,6 GB,12700H,14,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (RGB Aydınlatmalı),2 Yıl,
254,CASPER,9.500 TL,44.7B kişi,4.2,455.0,https://www.trendyol.com/casper/nirvana-c370-4020-4c00b-intel-celeron-n4020-4gb-ram-120gb-ssd-windows-11-home-15-6-hd-p-358003688,Intel Celeron,4 GB,120 GB,Windows,Casper Türkiye Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,N4020,2,10. Nesil,Yok,Bluetooth,Q Türkçe,2 Yıl,
255,Technopc,7.250 TL,4210 kişi,2.8,13.0,https://www.trendyol.com/technopc/t14n3-celeron-n3450-4gb-128gb-wifi-0-3m-7-4v-14-notebook-3g-tablet-p-315306563,Intel Celeron,4 GB,128 GB,Free Dos,Resmi Distribütör Garantili,Intel Graphics,14 inç,Ofis - İş,Dahili,Paylaşımlı,N3450,1,1. Nesil,Yok,USB,Q Türkçe,2 Yıl,
256,LENOVO,14.299 TL,170 kişi,4.0,4.0,https://www.trendyol.com/lenovo/ideapad-slim-3-i5-12450h-8gb-512gb-ssd-w11pro-15-6-fhd-tasinabilir-bilgisayar-83er000wtr-02-p-801252602,Intel Core i5,8 GB,512 GB,Windows,Lenovo Türkiye Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,12450H,8,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe,2 Yıl,
257,LENOVO,15.899 TL,2459 kişi,4.7,41.0,https://www.trendyol.com/lenovo/v15-g3-amd-ryzen-7-5825u-16gb-512gb-ssd-freedos-15-6-fhd-tasinabilir-bilgisayar-82tv004mtx-p-686366293,AMD Ryzen 7,16 GB,512 GB,Free Dos,Lenovo Türkiye Garantili,AMD Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,5825U,8,5. Nesil,Yok,Bluetooth,Q Türkçe,2 Yıl,
258,Apple,38.999 TL,22.9B kişi,4.8,347.0,https://www.trendyol.com/apple/macbook-air-13-6-m2-8gb-256gb-ssd-gece-yarisi-p-336318153,Apple M2,8 GB,256 GB,Mac Os,Apple Türkiye Garantili,M2 8 Çekirdekli,"13,6 inç",Ofis - İş,Dahili,8 GB,Belirtilmemiş,8,2. Nesil,Yok,Mini HDMI,Q Türkçe (Aydınlatmalı),2 Yıl,
259,ACER,18.769 TL,621 kişi,4.2,5.0,https://www.trendyol.com/acer/an515-58-nh-qmzey-005-i5-12450h-8gb-ddr5-256gb-ssd-rtx2050-4gb-15-6-144hz-w11h-p-776123333,Intel Core i5,8 GB,256 GB,Windows,ACER Türkiye Garantili,Nvidia GeForce RTX 2050,"15,6 inç",Oyun,Harici,4 GB ve altı,12450H,8,12. Nesil,Yok,HDMI - USB,Q Türkçe (Aydınlatmalı),2 Yıl,
260,LENOVO,13.989 TL,1516 kişi,4.7,30.0,https://www.trendyol.com/lenovo/ideapad-3-slim-case-intel-core-i5-12450h-8gb-512gb-ssd-freedos-14-inc-83eq000atr-p-780566121,Intel Core i5,8 GB,512 GB,Free Dos,Lenovo Türkiye Garantili,Intel Graphics,14 inç,Ofis - İş,Dahili,Paylaşımlı,12450H,8,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
261,LENOVO,"10.985,80 TL",,3.0,2.0,https://www.trendyol.com/lenovo/ideapad-3-15iau7-intel-core-i3-1215u-16gb-256gb-ssd-windows-11-home-15-6-82rk00yatxa29-p-812253762,Intel Core i3,16 GB,256 GB,Windows,Lenovo Türkiye Garantili,Intel Graphics,"15,6 inç",Ev - Okul,Dahili,Paylaşımlı,1215U,6,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe,2 Yıl,
262,CASPER,24.685 TL,3127 kişi,4.5,40.0,https://www.trendyol.com/casper/excalibur-g770-1245-bfj0x-b-i5-12450h-16gb-ram-1tb-ssd-gen4-4gb-rtx3050-dos-gaming-laptop-p-356606061,Intel Core i5,16 GB,1 TB,Free Dos,Casper Türkiye Garantili,Nvidia GeForce RTX 3050,"15,6 inç",Oyun,Harici,4 GB ve altı,12450H,8,12. Nesil,Yok,HDMI,Q Türkçe,2 Yıl,
263,CASPER,11.699 TL,182 kişi,5.0,1.0,https://www.trendyol.com/casper/nirvana-x600-1215-8v00x-g-f-intel-core-i3-1215u-8gb-ram-500gb-nvme-ssd-freedos-p-797713308,Intel Core i3,8 GB,500 GB,Free Dos,Casper Türkiye Garantili,Intel Graphics,"15,6 inç",Ev - Okul,Dahili,Paylaşımlı,1215U,6,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe,2 Yıl,
264,HP,21.699 TL,4452 kişi,4.6,51.0,https://www.trendyol.com/hp/victus-gaming-laptop-15-fb0015nt-r5-5600h-16gb-512gb-ssd-rx6500m-dos-15-6-fhd-144hz-a42zmea-p-467360063,AMD Ryzen 5,16 GB,512 GB,Free Dos,HP Türkiye Garantili,AMD Radeon RX6500M,"15,6 inç",Oyun,Harici,4 GB ve altı,5600H,6,Ryzen 5000 Serisi,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),2 Yıl,
265,ASUS,22.499 TL,1671 kişi,4.5,13.0,https://www.trendyol.com/asus/tuf-gaming-f15-fx507zc4-hn205-i5-12500h-8gb-ram-512gb-ssd-4gb-rtx3050-15-6-inc-fhd-144hz-p-788113172,Intel Core i5,8 GB,512 GB,Free Dos,Asus Türkiye Garantili,Nvidia GeForce RTX 3050,"15,6 inç",Oyun,Harici,4 GB ve altı,12500H,12+,12. Nesil,Yok,Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
266,Apple,39.999 TL,2060 kişi,4.7,36.0,https://www.trendyol.com/apple/macbook-air-m2-8c-cpu-10c-gpu-512gb-ssd-13-yildiz-isigi-dizustu-bilgisayar-mly23tu-a-p-347635414,Apple M2,8 GB,512 GB,Mac Os,Apple Türkiye Garantili,M2 8 Çekirdekli,13 inç,Ofis - İş,Dahili,Paylaşımlı,Belirtilmemiş,Belirtilmemiş,Belirtilmemiş,Yok,Bluetooth,Q Türkçe,2 Yıl,
267,ASUS,20.599 TL,186 kişi,5.0,1.0,https://www.trendyol.com/asus/vivobook-16x-k3605zf-n115901-i5-12450h-16gb-512gb-ssd-4gb-rtx2050-16-wuxga-120hz-freedos-p-761337456,Intel Core i5,16 GB,512 GB,Free Dos,Resmi Distribütör Garantili,Nvidia GeForce RTX 2050,16 inç,Ev - Okul,Harici,4 GB ve altı,12450H,8,12. Nesil,Yok,HDMI,Q Türkçe (Aydınlatmalı),2 Yıl,
