Unnamed: 0,Ürün Markası,Ürün Fiyatı (TL),Ürün Favorisi,Ürün Puanı,Ürün Puan Sayısı,Ürün URL,İşlemci Tipi,Ram (GB),SSD Kapasitesi (GB),İşletim Sistemi,Garanti Tipi,Ekran Kartı,Ekran Boyutu (inch),Kullanım Amacı,Ekran Kartı Tipi,Ekran Kartı Hafızası (GB),İşlemci Modeli,İşlemci Çekirdek Sayısı,İşlemci Nesli,Dokunmatik Ekran,Klavye,Garanti Süresi (Yıl),Ürün Modeli,Aydınlatma Durumu,HDMI,İşlemci Performans Skoru,İşlemci Performans Kategorisi,Ekran Kartı Markası,Ekran Kartı Kategorisi,İşlemci Markası,Fiyat Aralığı,cluster,performance_level,Ürün Rating
0,CASPER,44799,164,4.5,2,https://www.trendyol.com/casper/excalibur-g870-1270-bfb0a-b-intel-core-i7-12700h-16gb-ram-1tb-nvme-ssd-gen4-8gb-rtx4060-w11-p-804769241,Intel Core i7,16,1024,Windows,Resmi Distribütör Garantili,Nvidia GeForce RTX 4060,15.6,Oyun,1,8,12700H,14,12. Nesil,0,Q Türkçe,2,Excalibur,1,0,7.600000000000001,4,Nvidia,4,Intel,"(40000, 60000]",1,Yüksek Performans,8.894676723134618
1,Dell,61000,629,4.0,4,https://www.trendyol.com/dell/g16-7630-i9-13900hx-32gb-1tb-ssd-8gb-rtx4070-16-0-qhd-freedos-g76302401024u-p-819639022,Intel Core i9,32,1024,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4070,16.0,Oyun,1,8,13900HX,24,13. Nesil,0,Q Türkçe,2,Gaming,0,1,10.0,5,Nvidia,5,Intel,"(60000, 80000]",1,Yüksek Performans,7.801957714618241
2,LENOVO,8499,7408,4.7,26,https://www.trendyol.com/lenovo/ideapad-intel-celeron-n4020-4gb-256gb-ssd-windows-11-home-15-6-82v700a9txa1-p-819581735,Intel Celeron,4,256,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ev - Okul,0,0,N4020,2,Gemini Lake Refresh,0,Q Türkçe,2,Ideapad,0,1,2.0,1,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,9.97017154901997
3,CASPER,23899,313,5.0,1,https://www.trendyol.com/casper/nirvana-c550-1235-df00r-g-f-intel-core-i5-1235u-32gb-ram-1tb-nvme-ssd-windows-11-pro-p-740918876,Intel Core i5,32,1024,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1235U,6,12. Nesil,0,Q Türkçe,2,Nirvana,1,1,6.000000000000001,3,Intel,1,Intel,"(20000, 40000]",3,Orta Performans,10.028459404038351
4,MONSTER,36005,6540,4.5,108,https://www.trendyol.com/monster/tulpar-t5-v23-3-2-intel-core-i5-12450h-32-gb-ram-1-tb-ssd-8-gb-rtx-4060-freedos-15-6-fhd-144-hz-p-762942774,Intel Core i5,32,1024,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4060,15.6,Oyun,1,8,12450H,8,12. Nesil,0,Q Türkçe,2,Tulpar,1,1,6.4,3,Nvidia,4,Intel,"(20000, 40000]",3,Orta Performans,9.805577959025328
5,ASUS,9699,2325,4.4,8,https://www.trendyol.com/asus/x515ea-bq868-15-6-fhd-i3-1115g4-4-gb-ram-256-gb-ssd-freedos-p-735393903,Intel Core i3,4,256,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ev - Okul,0,0,1115G4,2,11. Nesil,0,Q Türkçe,2,X515,0,1,4.800000000000001,2,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,8.835811766824925
6,LENOVO,27999,429,5.0,1,https://www.trendyol.com/lenovo/loq-83gs007wtr16-intel-core-i5-12450hx-16gb-512gb-ssd-rtx-4050-freedos-15-6-fhd-bilgisayar-p-836136663,Intel Core i5,16,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,15.6,Oyun,1,6,12450H,8,12. Nesil,0,Q Türkçe,2,Loq,0,1,6.4,3,Nvidia,5,Intel,"(20000, 40000]",3,Orta Performans,10.037185494448652
7,HP,13999,411,4.0,2,https://www.trendyol.com/hp/15s-fq4015nt-54u49ea-i5-1155g7-8gb-512ssd-15-6-fullhd-freedos-tasinabilir-bilgisayar-p-764668783,Intel Core i5,8,512,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1155G7,2,11. Nesil,0,Q Türkçe,2,15S,0,1,4.800000000000001,2,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,7.781589493081599
8,LENOVO,6289,17700,4.2,152,https://www.trendyol.com/lenovo/ip-celeron-islemci-4-gb-ram-128-gb-ssd-15-6-win-laptop-gri-82v700a9tx-p-759819201,Intel Celeron,4,128,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ev - Okul,0,0,N4020,2,Gemini Lake Refresh,0,Q Türkçe,2,Ideapad,0,1,2.0,1,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,9.985270473481002
9,MONSTER,20999,2371,5.0,9,https://www.trendyol.com/monster/abra-a5-v21-3-intel-core-i7-12700h-16-gb-ram-500-gb-ssd-4-gb-rtx-2050-freedos-15-6-fhd-144-hz-p-819758215,Intel Core i7,16,500,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 2050,15.6,Oyun,1,4,12700H,14,12. Nesil,0,Q Türkçe,2,Abra,1,1,7.600000000000001,4,Nvidia,2,Intel,"(20000, 40000]",0,Düşük Performans,10.22328514160093
10,CASPER,27433,4510,4.5,42,https://www.trendyol.com/casper/excalibur-g870-1245-bva0x-b-i5-12450h-16gb-ram-500gb-nvme-ssd-gen4-6gb-rtx4050-dos-gaming-laptop-p-672154325,Intel Core i5,16,500,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,15.6,Oyun,1,6,12450H,8,12. Nesil,0,Q Türkçe,2,Excalibur,1,0,6.4,3,Nvidia,5,Intel,"(20000, 40000]",3,Orta Performans,9.365330018843178
11,Apple,35100,858,5.0,6,https://www.trendyol.com/apple/macbook-air-m1-cip-16gb-256gb-ssd-macos-13-tasinabilir-bilgisayar-uzay-grisi-z1240009k-p-755954200,Apple M1,16,256,Mac Os,Resmi Distribütör Garantili,M1 8-Çekirdekli GPU,13.0,Ofis - İş,0,0,M1,8,M serisi,0,Q Türkçe,2,Macbook,0,0,7.600000000000001,4,Apple,5,Apple,"(20000, 40000]",3,Orta Performans,10.094185512922357
12,ACER,11999,3471,4.1,39,https://www.trendyol.com/acer/aspire-5-intel-core-i5-12450h-8gb-512gb-ssd-dos-15-6-fhd-koyu-gri-dizustu-bilgisayar-nx-kn3ey-002-p-784172191,Intel Core i5,8,512,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,12450H,8,12. Nesil,0,Q Türkçe,2,Aspire,0,1,6.4,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,8.339956071936598
13,ASUS,19000,0,1.0,1,https://www.trendyol.com/asus/vivobook-15-m1502qa-ej14102-ryzen-5-5600h-24gb-512gb-ssd-15-6-fhd-freedos-p-800175849,AMD Ryzen 5,24,512,FreeDos,Resmi Distribütör Garantili,AMD Graphics,15.6,Ev - Okul,0,0,5600H,6,Ryzen 5000 Serisi,0,Q Türkçe,2,Vivobook,0,1,5.2,3,AMD,2,AMD,"(0, 20000]",0,Düşük Performans,1.0004914004914005
14,LENOVO,8699,19900,4.5,267,https://www.trendyol.com/lenovo/v15-ryzen-3-7320u-8gb-256-ssd-15-6-freedos-tasinabilir-bilgisayar-82yu00p0tx-p-742227880,AMD Ryzen 3,8,256,FreeDos,Resmi Distribütör Garantili,AMD Graphics,15.6,Ofis - İş,0,0,7320U,4,Ryzen 7000 Serisi,0,Q Türkçe,2,V15,0,0,5.6000000000000005,3,AMD,2,AMD,"(0, 20000]",0,Düşük Performans,11.54157589920748
15,MONSTER,34216,1405,4.5,11,https://www.trendyol.com/monster/abra-a7-v15-2-2-intel-core-i7-12700h-32-gb-ram-1-tb-ssd-6-gb-rtx-4050-freedos-17-3-fhd-144-hz-p-824631132,Intel Core i7,32,1024,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,17.3,Oyun,1,6,12700H,14,12. Nesil,0,Q Türkçe,2,Abra,1,1,7.600000000000001,4,Nvidia,5,Intel,"(20000, 40000]",3,Orta Performans,9.017234454379192
16,HP,13099,11800,4.5,216,https://www.trendyol.com/hp/250-g8-core-i5-1135g7-islemci-8gb-ram-256gb-ssd-15-6-fhd-freedos-laptop-komur-grisi-853u8es-p-773440890,Intel Core i5,8,256,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ev - Okul,0,0,1135G7,4,11. Nesil,0,Q Türkçe,2,250,0,0,5.2,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,10.687998004840109
17,CASPER,20530,30800,4.4,498,https://www.trendyol.com/casper/excalibur-g770-1245-bvj0x-b-i5-12450h-16gb-ram-500gb-nvme-ssd-gen4-4gb-rtx3050-dos-gaming-laptop-p-311975657,Intel Core i5,16,500,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050,15.6,Oyun,1,4,12450H,8,12. Nesil,0,Q Türkçe,2,Excalibur,0,1,6.4,3,Nvidia,3,Intel,"(20000, 40000]",0,Düşük Performans,13.260171472908315
18,MONSTER,20799,5485,4.8,77,https://www.trendyol.com/monster/huma-h4-v5-1-7-intel-core-i5-1235u-16gb-ram-500gb-ssd-freedos-14-1-fhd-rose-gold-p-635097694,Intel Core i5,16,500,FreeDos,Resmi Distribütör Garantili,Intel Graphics,14.1,Ofis - İş,0,0,1235U,6,12. Nesil,0,Q Türkçe,2,Huma,1,1,6.000000000000001,3,Intel,1,Intel,"(20000, 40000]",0,Düşük Performans,10.32010144279618
19,MSI,39249,250,3.3,3,https://www.trendyol.com/msi/katana-17-b13vek-1036xtr-i7-13620h-16gb-ddr5-1tb-6gb-rtx4050-gddr6-17-3-144hz-freedos-full-hd-n-p-808462216,Intel Core i7,16,1024,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,17.3,Oyun,1,6,13620H,10,13. Nesil,0,Q Türkçe,2,Katana,1,1,7.2,4,Nvidia,5,Intel,"(20000, 40000]",3,Orta Performans,6.195727448227448
20,CASPER,10999,1266,3.8,4,https://www.trendyol.com/casper/nirvana-x600-1215-8u00x-g-f-intel-core-i3-1215u-8gb-ram-250gb-nvme-ssd-gen4-freedos-p-806558670,Intel Core i3,8,250,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ev - Okul,0,0,1215U,6,12. Nesil,0,Q Türkçe,2,Nirvana,0,1,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,7.3839726966063814
21,Dell,61299,152,5.0,3,https://www.trendyol.com/dell/g16-7630-i9-13900hx-16-32gb-1tb-8gb-rtx-4070-fdos-qhd-g76302401024u-p-758851189,Intel Core i9,32,1024,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4070,15.6,Tasarım,1,8,13900H,14,13. Nesil,0,Q Türkçe,2,Gaming,0,1,8.0,4,Nvidia,5,Intel,"(60000, 80000]",1,Yüksek Performans,10.026187434187435
22,ACER,14869,289,4.1,9,https://www.trendyol.com/acer/aspire-3-a315-59g-522b-intel-i5-1235u-8gb-ram-512gb-ssd-2gb-geforce-mx550-15-6-fhd-w11-notebo-p-772492863,Intel Core i5,8,512,Windows,Resmi Distribütör Garantili,Nvidia GeForce MX550,15.6,Ofis - İş,1,2,1235U,6,12. Nesil,0,Q Türkçe,2,Aspire,0,0,6.000000000000001,3,Nvidia,2,Intel,"(0, 20000]",0,Düşük Performans,8.027676045519202
23,ASUS,17999,1063,4.7,10,https://www.trendyol.com/asus/fhd-intel-core-i5-1235u-islemci-intel-iris-xe-graphics-24gb-ram-1tb-ssd-windows-11-x1502za-p-778412657,Intel Core i5,24,1024,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1235U,6,12. Nesil,0,Q Türkçe,2,Vivobook,0,1,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,9.445719223273171
24,LENOVO,27699,525,4.6,29,https://www.trendyol.com/lenovo/loq-82xv00g6tx-i5-13420h-16gb-512ssd-rtx4050-15-6-fullhd-freedos-tasinabilir-bilgisayar-p-770291700,Intel Core i5,16,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,15.6,Oyun,1,6,13420H,8,13. Nesil,0,Q Türkçe,2,Loq,1,1,6.800000000000001,3,Nvidia,5,Intel,"(20000, 40000]",3,Orta Performans,9.266113539376697
25,Huawei,15287,36800,4.7,423,https://www.trendyol.com/huawei/matebook-d15-i5-1155g7-islemci-8gb-ram-256gb-ssd-15-6-inc-win-11-laptop-mistik-gumus-p-654278277,Intel Core i5,8,256,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1155G7,2,11. Nesil,0,Q Türkçe,2,Matebook,0,0,4.800000000000001,2,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,14.379783599046757
26,ACER,6999,33400,4.2,470,https://www.trendyol.com/acer/aspire3-intel-celeron-n4500-4gb-128gb-ssd-dos-15-6-gumus-dizustu-bilgisayar-acer-turkiye-garantili-p-656066934,Intel Celeron,4,128,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ev - Okul,0,0,N4200,2,Apollo Lake,0,Q Türkçe,2,Aspire,0,1,1.6,1,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,12.62870591712697
27,MONSTER,19395,15700,4.7,153,https://www.trendyol.com/monster/huma-h4-v5-1-4-notebook-rose-gold-14-1-p-456347007,Intel Core i5,8,500,FreeDos,Resmi Distribütör Garantili,Intel Graphics,14.1,Ofis - İş,0,0,1235U,6,12. Nesil,0,Q Türkçe,2,Huma,1,1,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,11.20962468825627
28,HP,36499,531,4.4,10,https://www.trendyol.com/hp/victus-16-s0051nt-892p9ea-6gb-rtx4050-ryzen-7-7840hs-32gb-ram-1tb-ssd-16-1-inc-fhd-144hz-p-742789057,AMD Ryzen 7,32,1024,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,16.1,Oyun,1,6,7840HS,8,Ryzen 7000 Serisi,0,Q Türkçe,2,Victus,1,1,6.4,3,Nvidia,5,AMD,"(20000, 40000]",3,Orta Performans,8.727210809887124
29,ASUS,28499,2297,4.9,53,https://www.trendyol.com/asus/tuf-gaming-a15-fa507nu-lp053-amd-r7-7735hs-8gb-512gb-ssd-rtx4050-144-hz-dos-15-6-fhd-p-654338236,AMD Ryzen 7,8,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,15.6,Oyun,1,6,7735HS,8,Ryzen 7000 Serisi,0,Q Türkçe,2,Tuf,1,0,6.4,3,Nvidia,5,AMD,"(20000, 40000]",3,Orta Performans,10.202799983004192
30,ASUS,14359,1552,4.6,32,https://www.trendyol.com/asus/x1502za-ej490w-intel-i5-1235u-8gb-512gb-ssd-intel-iris-xe-graphics-15-6-fhd-w11-mavi-notebook-p-753701700,Intel Core i5,8,512,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ev - Okul,0,0,1235U,6,12. Nesil,0,Q Türkçe,2,Vivobook,0,0,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,9.350955106685634
31,MONSTER,29089,11800,4.7,201,https://www.trendyol.com/monster/abra-a5-v20-4-2-intel-core-i5-12450h-32-gb-ram-1-tb-ssd-6-gb-rtx-4050-freedos-15-6-fhd-144-hz-p-760273243,Intel Core i5,32,1024,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,15.6,Oyun,1,6,12450H,8,12. Nesil,0,Q Türkçe,2,Abra,1,1,6.4,3,Nvidia,5,Intel,"(20000, 40000]",3,Orta Performans,11.155091758881232
32,CASPER,13889,2344,4.0,25,https://www.trendyol.com/casper/nirvana-x600-1155-8v00x-g-f-intel-core-i5-1155g7-8-gb-ram-500gb-nvme-ssd-gen4-freedos-p-761308480,Intel Core i5,8,500,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1155G7,2,11. Nesil,0,Q Türkçe,2,Nirvana,0,1,4.800000000000001,2,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,7.9834732777890665
33,CASPER,13499,667,4.1,11,https://www.trendyol.com/casper/nirvana-x600-1215-bf00x-g-f-intel-core-i3-1215u-16gb-ram-1tb-nvme-ssd-freedos-p-797713398,Intel Core i3,16,1024,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ev - Okul,0,0,1215U,6,12. Nesil,0,Q Türkçe,2,Nirvana,0,1,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,8.058319221702906
34,MSI,26250,1297,4.7,17,https://www.trendyol.com/msi/thin-gf63-12-nesil-core-i5-12450h-rtx3050-4gb-16gb-512gb-ssd-15-6inc-w11-p-779234703,Intel Core i5,16,512,Windows,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050,15.6,Oyun,1,4,12450H,8,12. Nesil,0,Q Türkçe,2,Thin,0,0,6.4,3,Nvidia,3,Intel,"(20000, 40000]",3,Orta Performans,9.494595205335207
35,HP,27399,1987,4.5,28,https://www.trendyol.com/hp/victus-15-fa1035nt-7n9v4ea-i5-13500h-16gb-512gb-rtx4050-6gb-15-6-144hz-fhd-freedos-gaming-laptop-p-696878957,Intel Core i5,16,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,15.6,Oyun,1,6,13500H,12,13. Nesil,0,Q Türkçe,2,Victus,0,1,6.800000000000001,3,Nvidia,5,Intel,"(20000, 40000]",3,Orta Performans,9.131528537714065
36,Apple,25999,133000,4.8,2035,https://www.trendyol.com/apple/macbook-air-m1-cip-8gb-256gb-ssd-macos-13-qhd-tasinabilir-bilgisayar-uzay-grisi-p-68042136,Apple M1,8,256,Mac Os,Resmi Distribütör Garantili,M1 8-Çekirdekli GPU,13.3,Ev - Okul,0,0,M1,8,M serisi,0,Q Türkçe,2,Macbook,1,0,7.600000000000001,4,Apple,5,Apple,"(20000, 40000]",3,Orta Performans,38.199999999999996
37,ACER,53499,1012,4.6,12,https://www.trendyol.com/acer/predator-intel-core-i7-13700hx-32gb-1tb-ssd-rtx4070-8gb-16-165hz-gaming-laptop-nh-qlvey-004-p-818366213,Intel Core i7,32,1024,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4070,16.0,Oyun,1,8,13700HX,16,13. Nesil,0,Q Türkçe,2,Predator,0,1,8.4,4,Nvidia,5,Intel,"(40000, 60000]",1,Yüksek Performans,9.223311346178715
38,ASUS,8595,573,3.9,8,https://www.trendyol.com/asus/vivobook-go-15-e1504fa-nj097-amd-r3-7320u-8gb-256-gb-ssd-dos-15-6-fhd-tasinabilir-bilgisayar-p-772429857,AMD Ryzen 3,8,256,FreeDos,Resmi Distribütör Garantili,AMD Graphics,15.6,Ofis - İş,0,0,7320U,4,Ryzen 7000 Serisi,0,Q Türkçe,2,Vivobook,0,1,5.6000000000000005,3,AMD,2,AMD,"(0, 20000]",0,Düşük Performans,7.587129495021336
39,ACER,13699,867,4.6,13,https://www.trendyol.com/acer/aspire-3-a315-44p-ryzen-7-5700u-16-gb-512-gb-ssd-freedos-15-6-fhd-60-hz-tasinabilir-bilgisayar-p-809411565,AMD Ryzen 7,16,512,FreeDos,Resmi Distribütör Garantili,AMD Graphics,15.6,Ofis - İş,0,0,5700U,8,Ryzen 5000 Serisi,0,Q Türkçe,2,Aspire,0,1,5.6,3,AMD,2,AMD,"(0, 20000]",0,Düşük Performans,9.217832685891631
40,ASUS,32799,238,5.0,1,https://www.trendyol.com/asus/tuf-gaming-f15-fx507vu-lp261-intel-i7-13620h-16gb-512gb-ssd-rtx4050-140watt-144hz-dos-15-6-fhd-p-807534599,Intel Core i7,16,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,15.6,Oyun,1,6,13620H,10,13. Nesil,0,Q Türkçe,2,Tuf,1,0,7.2,4,Nvidia,5,Intel,"(20000, 40000]",3,Orta Performans,10.022817535238588
41,MSI,28707,2680,4.5,16,https://www.trendyol.com/msi/thin-gf63-12uc-666xtr-intel-core-i7-12650h-16gb-512gb-ssd-rtx3050-freedos-15-6-fhd-144hz-p-760924099,Intel Core i7,16,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050,15.6,Oyun,1,4,12650H,10,12. Nesil,0,Q Türkçe,2,Thin,1,1,6.800000000000001,3,Nvidia,3,Intel,"(20000, 40000]",3,Orta Performans,9.125019526703738
42,MSI,13499,1387,4.7,16,https://www.trendyol.com/msi/modern-15-b7m-078xtr-r5-7530u-8gb-ddr4-uma-512gb-ssd-15-6-fhd-dos-siyah-p-686427175,AMD Ryzen 5,8,512,FreeDos,Resmi Distribütör Garantili,AMD Graphics,15.6,Ev - Okul,0,0,7520U,4,Ryzen 7000 Serisi,0,Q Türkçe,2,Modern,0,0,5.6000000000000005,3,AMD,2,AMD,"(0, 20000]",0,Düşük Performans,9.496327972972974
43,CASPER,32999,8544,4.4,167,https://www.trendyol.com/casper/excalibur-g870-1265-dfa0x-b-intel-core-i7-12650h-32gb-ram-1tb-nvme-ssd-gen4-6gb-rtx4050-freedos-p-672157475,Intel Core i7,32,1024,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,15.6,Oyun,1,6,12700H,14,12. Nesil,0,Q Türkçe,2,Excalibur,1,0,7.600000000000001,4,Nvidia,5,Intel,"(20000, 40000]",3,Orta Performans,9.961135139568823
44,ASUS,47739,1149,4.4,29,https://www.trendyol.com/asus/rog-strix-g16-g614jv-n3158-intel-i7-13650hx-16gb-ddr5-512gb-pcie-ssd-8gb-rtx4060-16-165hz-dos-p-661603519,Intel Core i7,16,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4060,16.0,Oyun,1,8,13650HX,14,13. Nesil,0,Q Türkçe,2,Rog,0,1,8.0,4,Nvidia,4,Intel,"(40000, 60000]",1,Yüksek Performans,8.84906093144409
45,Dell,15999,824,4.1,13,https://www.trendyol.com/dell/inspiron-3520-intel-core-i5-1235u-16gb-512gb-ssd-15-6-fhd-linux-siyah-dizustu-bilgisayar-p-773499308,Intel Core i5,16,512,Linux,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1235U,6,12. Nesil,0,Q Türkçe,2,Inspiron,0,1,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,8.075670603535867
46,LENOVO,26999,1629,4.1,22,https://www.trendyol.com/lenovo/loq-intel-core-i5-12450h-16gb-512gb-ssd-rtx4050-6gb-dos-15-6-144hz-gaming-laptop-82xv00fytx-p-773962717,Intel Core i5,16,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,15.6,Oyun,1,6,12450H,8,12. Nesil,0,Q Türkçe,2,Loq,1,1,6.4,3,Nvidia,5,Intel,"(20000, 40000]",3,Orta Performans,8.159950962202803
47,ACER,10593,10500,4.5,237,https://www.trendyol.com/acer/aspire3-intel-core-i5-1135g7-8gb-256gb-ssd-15-6-fhd-dos-dizustu-bilgisayar-acer-turkiye-garantili-p-320269481,Intel Core i5,8,256,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1135G7,4,11. Nesil,0,Q Türkçe,2,Aspire,0,0,5.2,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,10.690857364541577
48,ASUS,21999,282,3.3,3,https://www.trendyol.com/asus/tuf-gaming-f15-fx507zc4-hn158-intel-core-i5-12500h-8-gb-512-gb-ssd-rtx-3050-144-hz-freedos-15-6-p-756834070,Intel Core i5,8,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050,15.6,Oyun,1,4,12500H,12,12. Nesil,0,Q Türkçe,2,Tuf,1,0,7.200000000000001,4,Nvidia,3,Intel,"(20000, 40000]",0,Düşük Performans,6.197215352755353
49,Huawei,18649,305,4.7,3,https://www.trendyol.com/huawei/matebook-d14-2024-intel-core-i5-12450h-8gb-512gb-ssd-windows-11-home-14-ips-p-816046812,Intel Core i5,8,512,Windows,Resmi Distribütör Garantili,Intel Graphics,14.0,Ev - Okul,0,0,12450H,8,12. Nesil,0,Q Türkçe,2,Matebook,0,1,6.4,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,9.360162852154959
50,ACER,20797,6643,4.8,94,https://www.trendyol.com/acer/nitro5-intel-core-i5-12450h-8gb-512gb-ssd-rtx3050-win11-15-6-fhd-144hz-gaming-laptop-nh-qfjey-008-p-773939031,Intel Core i5,8,512,Windows,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050,15.6,Oyun,1,4,12450H,8,12. Nesil,0,Q Türkçe,2,Nitro,1,1,6.4,3,Nvidia,3,Intel,"(20000, 40000]",0,Düşük Performans,10.490160883227727
51,ASUS,8999,701,4.4,10,https://www.trendyol.com/asus/vivobook-f1502za-ej1531-full-hd-intel-i3-1215u-8-gb-ram-256-gb-ssd-freedos-dizustu-bilgisayar-p-788083214,Intel Core i3,8,256,FreeDos,Resmi Distribütör Garantili,Dahili Ekran Kartı,15.6,Ev - Okul,1,0,1215U,6,12. Nesil,1,Q Türkçe,2,Vivobook,1,1,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,8.738321532024164
52,HP,25499,2522,4.5,15,https://www.trendyol.com/hp/victus-gaming-15-fa0011nt-80d33ea-i5-12450h-16gb-512gb-ssd-rtx3050-freedos-15-6-fhd-144hz-p-746623610,Intel Core i5,16,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050,15.6,Oyun,1,4,12450H,8,12. Nesil,0,Q Türkçe,2,Victus,1,1,6.4,3,Nvidia,3,Intel,"(20000, 40000]",3,Orta Performans,9.109949520607415
53,MONSTER,21335,408,3.0,3,https://www.trendyol.com/monster/abra-a5-v21-3-6-intel-core-i7-12700h-8-gb-ram-500-gb-ssd-4-gb-rtx-2050-freedos-15-6-fhd-144-hz-p-820117771,Intel Core i7,8,500,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 2050,15.6,Oyun,1,4,12700H,14,12. Nesil,0,Q Türkçe,2,Abra,1,1,7.600000000000001,4,Nvidia,2,Intel,"(20000, 40000]",0,Düşük Performans,5.52500516155253
54,MSI,14399,590,4.4,8,https://www.trendyol.com/msi/modern-15-b12mo-624xtr-intel-core-i5-1235u-8gb-ddr4-512gb-ssd-uma-15-6-fhd-freedos-notebook-p-767805447,Intel Core i5,8,512,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ev - Okul,0,0,1235U,6,12. Nesil,0,Q Türkçe,2,Modern,1,0,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,8.722527943322682
55,CASPER,40499,0,5.0,2,https://www.trendyol.com/casper/excalibur-g870-1265-dfb0r-b-i7-12650h-32gb-ram-1tb-nvme-ssd-8gb-rtx4060-w11p-gaming-laptop-p-675465840,Intel Core i7,32,1024,Windows,Resmi Distribütör Garantili,Nvidia GeForce RTX 4060,15.6,Oyun,1,8,12700H,14,12. Nesil,0,Q Türkçe,2,Excalibur,1,0,7.600000000000001,4,Nvidia,4,Intel,"(40000, 60000]",3,Orta Performans,10.00982800982801
