Unnamed: 0,Ürün Markası,Ürün Fiyatı (TL),Ürün Favorisi,Ürün Puanı,Ürün Puan Sayısı,Ürün URL,İşlemci Tipi,Ram (GB),SSD Kapasitesi (GB),İşletim Sistemi,Garanti Tipi,Ekran Kartı,Ekran Boyutu (inch),Kullanım Amacı,Ekran Kartı Tipi,Ekran Kartı Hafızası (GB),İşlemci Modeli,İşlemci Çekirdek Sayısı,İşlemci Nesli,Dokunmatik Ekran,Klavye,Garanti Süresi (Yıl),Ürün Modeli,Aydınlatma Durumu,HDMI,İşlemci Performans Skoru,İşlemci Performans Kategorisi,Ekran Kartı Markası,Ekran Kartı Kategorisi,İşlemci Markası,Fiyat Aralığı,cluster,performance_level,Ürün Rating
56,Huawei,16210,20400,4.7,304,https://www.trendyol.com/huawei/matebook-d15-i5-1155g7-islemci-8gb-ram-512gb-ssd-15-6-inc-win-11-laptop-mistik-gumus-p-654281247,Intel Core i5,8,512,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1155G7,2,11. Nesil,0,Q Türkçe,2,Matebook,0,0,4.800000000000001,2,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,12.361989414568363
57,LENOVO,27899,330,4.6,5,https://www.trendyol.com/lenovo/ideapad-gaming-3-amd-ryzen-7-7735hs-16gb-ram-512gb-ssd-rtx4050-freedos-15-6-fhd-dizustu-bilgisayar-p-740599074,AMD Ryzen 7,16,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,15.6,Oyun,1,6,5800HS,8,Ryzen 5000 Serisi,0,Q Türkçe,2,Ideapad,1,0,5.6,3,Nvidia,5,AMD,"(20000, 40000]",3,Orta Performans,9.144993146256304
58,ASUS,29250,0,5.0,1,https://www.trendyol.com/asus/vivobook-15-x1502za34-ej1815a34-intel-core-i7-12700h-24gb-1tb-ssd-windows-11-pro-15-6-fhd-p-828018241,Intel Core i7,24,1024,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,12700H,14,12. Nesil,0,Q Türkçe,2,Vivobook,1,1,7.600000000000001,4,Intel,1,Intel,"(20000, 40000]",3,Orta Performans,10.004914004914005
59,HP,22999,774,5.0,2,https://www.trendyol.com/hp/15-fd0013nt-88t57ea-13-nesil-intel-i7-1355u-16gb-ram-512gb-ssd-15-6-inc-fhd-freedos-p-760413584,Intel Core i7,16,512,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1355U,10,13. Nesil,0,Q Türkçe,2,15,0,1,7.2,4,Intel,1,Intel,"(20000, 40000]",0,Düşük Performans,10.068080693133323
60,Apple,79550,2217,5.0,42,https://www.trendyol.com/apple/macbook-pro-16-m2-pro-16gb-512gb-ssd-space-gray-laptop-apple-turkiye-garantili-mnw83tu-a-p-637235152,Apple M2 Pro,16,512,Mac Os,Resmi Distribütör Garantili,M2 Pro 16-Çekirdekli GPU,16.0,Ofis - İş,0,0,M2 Pro,12,M serisi,0,Q Türkçe,2,Macbook,0,0,8.8,4,Apple,5,Apple,"(60000, 80000]",1,Yüksek Performans,10.376520256414992
61,LENOVO,19799,0,5.0,1,https://www.trendyol.com/lenovo/nb-v15-82tt00qmtx-i7-1255u-16gb-512ssd-o-b-15-6-dos-p-827566530,Intel Core i7,16,512,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ev - Okul,0,0,1255U,6,12. Nesil,0,Q Türkçe,2,Nb,1,0,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,10.004914004914005
62,Huawei,17859,1172,4.0,8,https://www.trendyol.com/huawei/matebook-d16-12-nesil-core-i5-12450h-8gb-512gb-ssd-16inc-w11-p-799960375,Intel Core i5,8,512,Windows,Resmi Distribütör Garantili,Intel Graphics,16.0,Ev - Okul,0,0,12450H,8,12. Nesil,0,Q Türkçe,2,Matebook,0,1,6.4,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,7.849028538175906
63,Apple,131999,224,5.0,2,https://www.trendyol.com/apple/macbook-pro-m3-14-gumus-36gb-1tb-ssd-mrx83tu-a-p-777662383,Apple M3 Pro,36,1024,Mac Os,Resmi Distribütör Garantili,M3 18-Çekirdekli GPU,14.0,Ofis - İş,0,0,M3 Pro,12,M serisi,0,Q Türkçe,2,Macbook,1,0,9.2,5,Apple,5,Apple,"(120000, 140000]",2,Çok Yüksek Performans,10.026686667528772
64,ASUS,18999,290,5.0,2,https://www.trendyol.com/asus/vivobook-pro-15-m6500qf-hn019w-r5-5-5600h-8gb-512gb-w11-home-15-6-fhd-p-779016428,AMD Ryzen 5,8,512,Windows,Resmi Distribütör Garantili,Nvidia GeForce RTX 2050,15.6,Ofis - İş,1,4,5600H,6,Ryzen 5000 Serisi,0,Q Türkçe,2,Vivobook,1,1,5.2,3,Nvidia,2,AMD,"(0, 20000]",0,Düşük Performans,10.031653950601319
65,CASPER,35999,10600,4.5,221,https://www.trendyol.com/casper/excalibur-g870-1245-dfb0x-b-i5-12450h-32gb-ram-1tb-nvme-ssd-gen4-8gb-rtx4060-dos-gaming-laptop-p-672152985,Intel Core i5,32,1024,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4060,15.6,Oyun,1,8,12450H,8,12. Nesil,0,Q Türkçe,2,Excalibur,1,0,6.4,3,Nvidia,4,Intel,"(20000, 40000]",3,Orta Performans,10.62296724612514
66,ASUS,13975,340,4.7,7,https://www.trendyol.com/asus/notebook-laptop-f1502za-ej1527-fhd-i5-1235u-islemci-8-gb-ram-512-ssd-share-wo-os-p-792399710,Intel Core i5,8,512,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1235U,6,12. Nesil,0,Q Türkçe,2,Vivobook,0,1,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,9.380996512164934
67,ASUS,10685,179,5.0,2,https://www.trendyol.com/asus/e1504fa-nj115-vivobook-go-15-ryzen-5-7520u-8gb-512gb-ssd-15-6-fhd-fdos-tasinabilir-bilgisayar-p-773519238,AMD Ryzen 5,8,512,FreeDos,Resmi Distribütör Garantili,AMD Graphics,15.6,Ofis - İş,0,0,7520U,4,Ryzen 7000 Serisi,0,Q Türkçe,2,Vivobook,0,1,5.6000000000000005,3,AMD,2,AMD,"(0, 20000]",0,Düşük Performans,10.023299883615673
68,MSI,35165,1163,4.5,19,https://www.trendyol.com/msi/katana-17-b12vfk-1031xtr-i5-12450h-16gb-ddr5-512gb-ssd-8gb-rtx4060-gddr6-17-3-fhd-144hz-freedos-p-789686494,Intel Core i5,16,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4060,17.3,Oyun,1,8,12450H,8,12. Nesil,0,Q Türkçe,2,Katana,1,1,6.4,3,Nvidia,4,Intel,"(20000, 40000]",3,Orta Performans,9.036193189669508
69,LENOVO,17400,224,4.5,2,https://www.trendyol.com/lenovo/ideapad-1-15alc7-amd-ryzen-7-5700u-16-gb-1-tbssd-15-6-fhd-windows-10-home-82r4006etrar26-p-772598109,AMD Ryzen 7,16,1024,Windows,Resmi Distribütör Garantili,AMD Graphics,15.6,Ev - Okul,0,0,5700U,8,Ryzen 5000 Serisi,0,Q Türkçe,2,Ideapad,0,1,5.6,3,AMD,2,AMD,"(0, 20000]",0,Düşük Performans,8.898684417431786
70,Huawei,18099,2502,4.4,43,https://www.trendyol.com/huawei/matebook-d16-8gb-ram-i5-12450h-laptop-512gb-intel-core-12th-gen-p-331538976,Intel Core i5,8,512,Windows,Resmi Distribütör Garantili,Intel Graphics,16.0,Ev - Okul,0,0,12450H,8,12. Nesil,0,Q Türkçe,2,Matebook,0,0,6.4,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,8.998938868300973
71,ACER,14699,9198,4.6,352,https://www.trendyol.com/acer/swift-3-sf314-511-evo-i5-1135g7-8gb-512gb-ssd-14-w11-fhd-laptop-acer-turkiye-garantili-p-304198382,Intel Core i5,8,512,Windows,Resmi Distribütör Garantili,Intel Graphics,14.0,Tasarım,0,0,1135G7,4,11. Nesil,0,Q Türkçe,2,Swift,0,0,5.2,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,11.412249160739686
72,Dell,16299,622,4.9,11,https://www.trendyol.com/dell/inspiron-3520-intel-core-i5-1235u-16-gb-1-tbssd-windows-11-home-15-6-fhd-120hz-3520ar20-p-791970176,Intel Core i5,16,1024,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1235U,6,12. Nesil,0,Q Türkçe,2,Inspiron,0,1,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,9.873799605771184
73,LENOVO,6814,25300,4.1,159,https://www.trendyol.com/lenovo/ideapad1-intel-celeron-n4020-4gb-128gb-dos-15-6-gri-laptop-82v700a8tx-p-773962718,Intel Celeron,4,128,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ev - Okul,0,0,N4020,2,Gemini Lake Refresh,0,Q Türkçe,2,Ideapad,0,1,2.0,1,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,10.233688071530176
74,ASUS,39199,1401,4.4,24,https://www.trendyol.com/asus/rog-strix-g16-g614ju-n3194-13-nesil-intel-i7-13650hx-16gb-512gb-ssd-6gb-rtx4050-16-fhd-165hz-p-660436601,Intel Core i7,16,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,16.1,Oyun,1,6,13650HX,14,13. Nesil,0,Q Türkçe,2,Rog,0,0,8.0,4,Nvidia,5,Intel,"(20000, 40000]",3,Orta Performans,8.844207017605438
75,MONSTER,23699,1158,4.5,11,https://www.trendyol.com/monster/huma-h4-v5-1-8-intel-core-i5-1235u-16gb-ram-500gb-ssd-windows-11-14-1-fhd-rose-gold-p-635464089,Intel Core i5,16,500,Windows,Resmi Distribütör Garantili,Intel Graphics,14.1,Ofis - İş,0,0,1235U,6,12. Nesil,0,Q Türkçe,2,Huma,1,1,6.000000000000001,3,Intel,1,Intel,"(20000, 40000]",3,Orta Performans,9.000663218857957
76,CASPER,12499,2106,4.6,23,https://www.trendyol.com/casper/nirvana-x600-5500-8v00x-g-f-amd-ryzen-5-5500u-8gb-500gb-nvme-ssd-15-6-dos-gri-dizustu-bilgisayar-p-773800573,AMD Ryzen 5,8,500,FreeDos,Resmi Distribütör Garantili,AMD Graphics,15.6,Ofis - İş,0,0,5500U,6,Ryzen 5000 Serisi,0,Q Türkçe,2,Nirvana,0,1,5.2,3,AMD,2,AMD,"(0, 20000]",0,Düşük Performans,9.348573448855552
77,LENOVO,10260,343,5.0,4,https://www.trendyol.com/lenovo/ideapad-3-15iau7-intel-core-i3-1215u-8gb-256gb-ssd-windows-11-home-15-6-82rk00yatxa9-p-812253763,Intel Core i3,8,256,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ev - Okul,0,0,1215U,6,12. Nesil,0,Q Türkçe,2,Ideapad,0,1,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,10.045496185180395
78,HP,41679,220,5.0,2,https://www.trendyol.com/hp/victus-16-r1028nt-9j229ea-8gb-rtx4060-intel-i7-14700hx-16gb-ram-1tb-ssd-16-1-inc-fhd-144hz-win11-p-825934535,Intel Core i7,16,1024,Windows,Resmi Distribütör Garantili,Nvidia GeForce RTX 4060,16.1,Oyun,1,8,14700HX,20,14. Nesil,0,Q Türkçe,2,Victus,1,1,8.8,4,Nvidia,4,Intel,"(40000, 60000]",3,Orta Performans,10.02638562006983
79,ASUS,19799,1307,4.0,4,https://www.trendyol.com/asus/tuf-gaming-a15-fa506nc-hn050-amd-ryzen-5-7535hs-8-gb-512-gb-ssd-rtx-3050-144-hz-dos-15-6-fhd-p-813481593,AMD Ryzen 5,8,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050,15.6,Oyun,1,4,7535HS,6,Ryzen 7000 Serisi,0,Q Türkçe,2,Tuf,1,0,6.000000000000001,3,Nvidia,3,AMD,"(0, 20000]",0,Düşük Performans,7.841542889471838
80,LENOVO,11199,1016,4.4,36,https://www.trendyol.com/lenovo/v15-g4-amn-82yu00qktx-amd-ryzen-5-7520u-8gb-512gb-ssd-freedos-15-6-fhd-bilgisayar-p-765908328,AMD Ryzen 5,8,512,FreeDos,Resmi Distribütör Garantili,AMD Graphics,15.6,Ev - Okul,0,0,7520U,4,Ryzen 7000 Serisi,0,Q Türkçe,2,V15,0,1,5.6000000000000005,3,AMD,2,AMD,"(0, 20000]",0,Düşük Performans,8.870269259389262
81,ACER,9530,1706,4.0,12,https://www.trendyol.com/acer/aspire-3-amd-ryzen-3-7320u-8gb-256gb-ssd-dos-15-6-fhd-gumus-dizustu-bilgisayar-nx-kdeey-00c-p-784172189,AMD Ryzen 3,8,256,FreeDos,Resmi Distribütör Garantili,AMD Graphics,15.6,Ev - Okul,0,0,7320U,4,Ryzen 7000 Serisi,0,Q Türkçe,2,Aspire,0,1,5.6000000000000005,3,AMD,2,AMD,"(0, 20000]",0,Düşük Performans,7.8956962202804295
82,LENOVO,15974,21900,4.5,157,https://www.trendyol.com/lenovo/ideapad-amd-ryzen-7-5700u-16gb-512gb-ssd-freedos-15-6-82r4006ftra38-p-752653765,AMD Ryzen 7,16,512,FreeDos,Resmi Distribütör Garantili,AMD Graphics,15.6,Ev - Okul,0,0,5700U,8,Ryzen 5000 Serisi,0,Q Türkçe,2,Ideapad,0,1,5.6,3,AMD,2,AMD,"(0, 20000]",0,Düşük Performans,11.133822024348339
83,HP,34645,901,5.0,12,https://www.trendyol.com/hp/victus-16-s0049nt-ryzen-7-7840hs-32gb-1tb-ssd-6gb-rtx-4050-144hz-7ms-16-1-freedos-laptop-892p7ea-p-738427812,AMD Ryzen 7,32,1024,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,16.1,Oyun,1,6,7840HS,8,Ryzen 7000 Serisi,0,Q Türkçe,2,Victus,1,1,6.4,3,Nvidia,5,AMD,"(20000, 40000]",3,Orta Performans,10.127111895217158
84,HP,14083,13900,4.5,144,https://www.trendyol.com/hp/15-fc0060nt-amd-ryzen-5-7520u-16gb-512gb-dos-15-6-fhd-siyah-laptop-hp-turkiye-garantili-8m1t2ea-p-761481836,AMD Ryzen 5,16,512,FreeDos,Resmi Distribütör Garantili,AMD Graphics,15.6,Ofis - İş,0,0,7520U,4,Ryzen 7000 Serisi,0,Q Türkçe,2,15,0,1,5.6000000000000005,3,AMD,2,AMD,"(0, 20000]",0,Düşük Performans,10.496181531839426
85,ASUS,17299,819,4.3,7,https://www.trendyol.com/asus/vivobook-15-12-nesil-core-i5-1235u-16gb-512gb-ssd-15-6inc-w11-p-794346874,Intel Core i5,16,512,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1235U,6,12. Nesil,0,Q Türkçe,2,Vivobook,0,1,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,8.50603906504591
86,HP,18999,146,5.0,1,https://www.trendyol.com/hp/hp-250-g10-intel-core-i5-1335u-16gb-1tb-ssd-15-6-windows-11-pro-tasinabilir-bilgisayar-8a538ea-19-p-828070587,Intel Core i5,16,1024,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1335U,6,13. Nesil,0,Q Türkçe,2,250,1,1,6.4,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,10.01589684284421
87,LENOVO,11839,1721,4.4,31,https://www.trendyol.com/lenovo/ideapad-3-intel-core-i3-1215u-16gb-512gb-ssd-w11p-15-6-full-hd-csr22-canta-hediyeli-p-781482518,Intel Core i3,16,512,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1215U,6,12. Nesil,0,Q Türkçe,2,Ideapad,0,1,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,8.895403812602762
88,LENOVO,22999,146,5.0,4,https://www.trendyol.com/lenovo/ideapad-5-slim-case-intel-core-i5-12450h-16-gb-512-gb-ssd-freedos-14-inc-83bf0065tx-isikli-klavye-p-834659943,Intel Core i5,16,512,FreeDos,Resmi Distribütör Garantili,Intel Graphics,14.0,Ofis - İş,0,0,12450H,8,12. Nesil,0,Q Türkçe,3,Ideapad,1,1,6.4,3,Intel,1,Intel,"(20000, 40000]",0,Düşük Performans,10.030655040549776
89,LENOVO,12427,646,4.3,10,https://www.trendyol.com/lenovo/ideapad-slim-3-15iah8-intel-core-i5-12450h-8gb-256gb-ssd-freedos-15-6-fhd-83er0084tr-p-804764349,Intel Core i5,8,256,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ev - Okul,0,0,12450H,8,12. Nesil,0,Q Türkçe,2,Ideapad,0,1,6.4,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,8.50752300807301
90,ASUS,10799,4063,4.5,50,https://www.trendyol.com/asus/x515ea4-bq945wa4-intel-core-i3-1115g4-12gb-256gb-ssd-windows-11-home-15-6-p-745761167,Intel Core i3,12,256,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ev - Okul,0,0,1115G4,2,11. Nesil,0,Q Türkçe,2,X515,0,1,4.800000000000001,2,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,9.370841664203509
91,ASUS,19000,291,4.8,4,https://www.trendyol.com/asus/vivobook-15-m1502qa-ej14101-ryzen-5-5600h-16gb-512gb-ssd-15-6-fhd-freedos-p-800184020,AMD Ryzen 5,16,512,FreeDos,Resmi Distribütör Garantili,AMD Graphics,15.6,Ev - Okul,0,0,5600H,6,Ryzen 5000 Serisi,0,Q Türkçe,2,Vivobook,0,1,5.2,3,AMD,2,AMD,"(0, 20000]",0,Düşük Performans,9.589707683028209
92,Apple,49999,1014,4.9,22,https://www.trendyol.com/apple/macbook-pro-z16r00075-13-3-m2-8cpu-10gpu-16gb-256ssd-uzay-grisi-tasinabilir-bilgisayar-p-703385899,Apple M2,16,256,Mac Os,Resmi Distribütör Garantili,M2 10-Çekirdekli GPU,13.3,Ofis - İş,0,0,M2,8,M serisi,0,Q Türkçe,2,Macbook,1,0,8.0,4,Apple,5,Apple,"(40000, 60000]",1,Yüksek Performans,9.956006541353382
93,Huawei,23499,1746,4.8,16,https://www.trendyol.com/huawei/matebook-d14-2024-intel-core-i5-12450h-16gb-512gb-ssd-14-windows-11-gri-dizustu-bilgisayar-p-808210336,Intel Core i5,16,512,Windows,Resmi Distribütör Garantili,Intel Graphics,14.0,Ofis - İş,0,0,12450H,8,12. Nesil,0,Q Türkçe,2,Matebook,0,1,6.4,3,Intel,1,Intel,"(20000, 40000]",3,Orta Performans,9.75144238717186
94,LENOVO,8799,1703,4.1,16,https://www.trendyol.com/lenovo/ideapad-1-82v700a9tx01-n4020-4gb-256ssd-15-6-hd-w11h-tasinabilir-bilgisayar-cnt002-p-772261829,Intel Celeron,4,256,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ev - Okul,0,0,N4020,2,Gemini Lake Refresh,0,Q Türkçe,2,Ideapad,0,1,2.0,1,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,8.140621557610242
95,Apple,36390,10000,4.6,179,https://www.trendyol.com/apple/macbook-air-13-6-m2-8c-gpu-8-gb-256-gb-ssd-yildiz-isigi-p-334546082,Apple M2,8,256,Mac Os,Resmi Distribütör Garantili,M2 8-Çekirdekli GPU,13.6,Ofis - İş,0,8,M2,8,M serisi,0,Q Türkçe,2,Macbook,1,1,8.0,4,Apple,5,Apple,"(20000, 40000]",3,Orta Performans,10.64483641536273
96,LENOVO,15499,2601,4.6,49,https://www.trendyol.com/lenovo/ideapad-slim-3-12-nesil-core-i5-12450h-8gb-512gb-ssd-15-6inc-w11-p-779234648,Intel Core i5,8,512,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,12450H,8,12. Nesil,0,Q Türkçe,2,Ideapad,0,0,6.4,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,9.501363744989009
97,ASUS,10689,146,5.0,2,https://www.trendyol.com/asus/vivobook-15-12-nesil-core-i3-1215u-8gb-256gb-ssd-15-6inc-w11-p-779208864,Intel Core i3,8,256,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1215U,6,12. Nesil,0,Q Türkçe,2,Vivobook,0,0,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,10.020816242079398
98,Apple,39586,510,4.6,5,https://www.trendyol.com/apple/13-inch-macbook-air-apple-m3-chip-with-8-core-cpu-and-8-core-gpu-8gb-256gb-ssd-starlight-p-814750685,Apple M3,8,256,Mac Os,Resmi Distribütör Garantili,M3 8-Çekirdekli GPU,13.6,Ofis - İş,0,0,M3,8,M serisi,0,Q Türkçe,2,Macbook,0,0,8.4,4,Apple,5,Apple,"(20000, 40000]",3,Orta Performans,9.157339195654986
99,LENOVO,49999,0,5.0,1,https://www.trendyol.com/lenovo/legion-5-pro-82rf00j3tx-i7-12700h-16gb-1tbssd-rtx3060-16-qhd-freedos-tasinabilir-bilgisayar-p-778183544,Intel Core i7,16,1024,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX3060,16.0,Oyun,1,6,12700H,14,12. Nesil,0,Q Türkçe,2,Legion,1,1,7.600000000000001,4,Nvidia,4,Intel,"(40000, 60000]",1,Yüksek Performans,10.004914004914005
100,MONSTER,32399,181,5.0,1,https://www.trendyol.com/monster/abra-a7-v15-2-4-intel-core-i7-12700h-16-gb-ram-1-tb-ssd-6-gb-rtx-4050-freedos-17-3-fhd-144-hz-p-824630979,Intel Core i7,16,1024,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,17.3,Oyun,1,6,12700H,14,12. Nesil,0,Q Türkçe,2,Abra,1,1,7.600000000000001,4,Nvidia,5,Intel,"(20000, 40000]",3,Orta Performans,10.018529714950768
101,MONSTER,28399,365,5.0,3,https://www.trendyol.com/monster/abra-a5-v21-4-2-intel-core-i7-12700h-32-gb-ram-1-tb-ssd-6-gb-rtx-3050-freedos-15-6-fhd-144-hz-p-820115819,Intel Core i7,32,1024,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050,15.6,Oyun,1,4,12700H,14,12. Nesil,0,Q Türkçe,2,Abra,1,1,7.600000000000001,4,Nvidia,3,Intel,"(20000, 40000]",3,Orta Performans,10.042226081173451
102,LENOVO,7175,70500,4.4,1144,https://www.trendyol.com/lenovo/ideapad-1-celeron-n4120-4-gb-128-gb-15-6-win-11-p-382953334,Intel Celeron,4,128,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,N4120,4,Gemini Lake,0,Q Türkçe,2,Ideapad,0,1,2.0,1,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,20.67545112781955
103,Apple,55999,896,4.8,20,https://www.trendyol.com/apple/macbook-pro-m2-cip-8c-cpu-10-gpu-16gb-512gb-ssd-13-gumus-dizustu-bilgisayar-z16t000v5-p-672440835,Apple M2,16,512,Mac Os,Resmi Distribütör Garantili,M2 10-Çekirdekli GPU,13.0,Ofis - İş,0,0,M2,8,M serisi,0,Q Türkçe,2,Macbook,0,0,8.0,4,Apple,5,Apple,"(40000, 60000]",1,Yüksek Performans,9.708826639079271
104,ASUS,28499,4068,4.6,81,https://www.trendyol.com/asus/tuf-gaming-a15-fa507nu-lp052-amd-ryzen-7-7735hs-8gb-ddr5-512gb-ssd-6gb-rtx4050-15-6-144hz-dos-p-687053896,AMD Ryzen 7,8,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,15.6,Oyun,1,6,7735HS,8,Ryzen 7000 Serisi,1,Q Türkçe,2,Tuf,1,0,6.4,3,Nvidia,5,AMD,"(20000, 40000]",3,Orta Performans,9.751626908056382
105,ACER,12548,9875,4.4,290,https://www.trendyol.com/acer/aspire3-amd-ryzen-5-7520u-8gb-512gb-ssd-15-6-fhd-windows-11-dizustu-bilgisayar-acer-tr-garantili-p-752965828,AMD Ryzen 5,8,512,Windows,Resmi Distribütör Garantili,AMD Graphics,15.6,Ofis - İş,0,0,7520U,4,Ryzen 7000 Serisi,0,Q Türkçe,2,Aspire,0,1,5.6000000000000005,3,AMD,2,AMD,"(0, 20000]",0,Düşük Performans,10.616448407566828
106,LENOVO,7548,46800,4.2,493,https://www.trendyol.com/lenovo/ideapad1-intel-celeron-n4120-4gb-128gb-emmc-dos-15-6-cloud-grey-laptop-lenovo-turkiye-garantili-p-652489295,Intel Celeron,4,128,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ev - Okul,0,0,N4120,4,Gemini Lake,0,Q Türkçe,2,Ideapad,0,1,2.0,1,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,13.770970719181243
107,ASUS,35299,352,5.0,4,https://www.trendyol.com/asus/tuf-gaming-a15-r7-7735hs-32gb-1tb-ssd-rtx4050-6gb-15-6-144hz-fhd-w11home-fa507nu-lp052-p-690589819,AMD Ryzen 7,32,1024,Windows,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,15.6,Oyun,1,6,7735HS,8,Ryzen 7000 Serisi,0,Q Türkçe,2,Tuf,0,0,6.4,3,Nvidia,5,AMD,"(20000, 40000]",3,Orta Performans,10.046174207016314
108,LENOVO,24998,256,4.8,6,https://www.trendyol.com/lenovo/thinkbook-14-21kg004ntr-i7-13700h-16gb-512gb-ssd-o-b-intel-uhd-14-dos-gri-notebook-p-793038881,Intel Core i7,16,512,FreeDos,Resmi Distribütör Garantili,Intel Graphics,14.0,Ofis - İş,0,0,13700H,14,13. Nesil,0,Q Türkçe,2,Thinkbook,1,1,8.0,4,Intel,1,Intel,"(20000, 40000]",3,Orta Performans,9.596593400454454
109,LENOVO,25699,2255,4.1,33,https://www.trendyol.com/lenovo/ip-gaming3-amd-ryzen-7-5800h-16gb-512gb-rtx3060-dos-15-6-shadow-black-gaming-laptop-82k20256tx-p-744554350,AMD Ryzen 7,16,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX3060,15.6,Oyun,1,6,5800H,8,Ryzen 5000 Serisi,0,Q Türkçe,2,Ideapad,1,1,5.6,3,Nvidia,4,AMD,"(20000, 40000]",3,Orta Performans,8.241732229221704
110,Apple,39999,2079,4.9,41,https://www.trendyol.com/apple/macbook-air-13-6-m2-8c-cpu-10c-gpu-8-gb-512-gb-ssd-uzay-grisi-p-337376582,Apple M2,8,512,Mac Os,Resmi Distribütör Garantili,M2 10-Çekirdekli GPU,13.0,Ofis - İş,0,0,M2,8,M serisi,0,Q Türkçe,2,Macbook,0,0,8.0,4,Apple,5,Apple,"(20000, 40000]",3,Orta Performans,10.127818215440321
111,MSI,50964,652,5.0,4,https://www.trendyol.com/msi/katana-17-b13vek-1035xtr-i7-13620h-16gb-ddr5-rtx4050-gddr6-6gb-512gb-ssd-17-3-fhd-144hz-freedos-p-810101676,Intel Core i7,16,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,17.3,Oyun,1,6,13620H,10,13. Nesil,0,Q Türkçe,2,Katana,1,1,7.2,4,Nvidia,5,Intel,"(40000, 60000]",1,Yüksek Performans,10.0687749348802
112,LENOVO,19199,191,4.0,4,https://www.trendyol.com/lenovo/i7-1255u-16g-512g-15-6-windows-11-pro-tasinabilir-bilgisayar-82tt0055txw11p-p-742979006,Intel Core i7,16,512,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1255U,6,12. Nesil,0,Q Türkçe,2,Ideapad,0,1,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,7.7763849910402545
